carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.51,Ideal,G,VVS2,62.6,57.0,5.1,5.12,3.2,1867.2
1.01,Ideal,G,VS2,61.6,56.0,6.46,6.43,3.97,6219.2
0.25,Very Good,D,VS1,62.1,60.0,4.03,4.05,2.51,403.8
0.53,Ideal,G,SI2,62.4,56.0,5.18,5.14,3.22,1135.4
2.02,Good,F,SI2,61.9,61.0,8.06,8.02,4.98,16628.8
0.33,Ideal,E,VS1,61.5,56.0,4.45,4.5,2.75,790.6
0.6,Good,G,SI1,65.3,56.0,5.21,5.26,3.42,1359.8
0.4,Premium,F,SI1,62.6,59.0,4.74,4.68,2.95,932.4
0.86,Very Good,H,SI1,59.7,59.0,6.14,6.23,3.69,3244.2
0.56,Ideal,H,VVS1,62.3,55.0,5.26,5.3,3.29,1973.8
0.52,Ideal,F,SI2,60.9,57.0,5.22,5.2,3.17,1131.4
0.3,Good,I,SI1,63.3,59.0,4.22,4.25,2.68,416.4
0.91,Premium,D,VS2,62.7,59.0,6.16,6.13,3.85,4985.4
1.02,Premium,G,VS2,62.1,59.0,6.47,6.41,4.0,6018.0
1.2,Fair,F,SI2,63.4,60.0,6.56,6.65,4.19,4639.8
0.39,Ideal,G,VVS2,62.1,56.0,4.67,4.7,2.91,937.4
1.0,Very Good,G,VS2,63.0,59.0,6.36,6.4,4.02,5886.0
0.32,Ideal,G,VVS1,61.8,56.0,4.39,4.41,2.72,799.0
0.53,Premium,D,SI2,59.3,61.0,5.29,5.26,3.13,1214.4
1.5,Premium,H,VS2,62.4,59.0,7.29,7.32,4.56,11226.8
0.38,Premium,F,SI1,62.0,58.0,4.6,4.63,2.86,733.6
0.56,Ideal,E,SI1,61.7,56.0,5.33,5.3,3.28,1787.8
1.13,Ideal,H,SI1,62.3,56.0,6.69,6.66,4.16,5215.2
1.21,Premium,H,VS2,60.5,60.0,6.95,6.9,4.19,7107.4
1.09,Premium,H,SI2,62.0,57.0,6.61,6.55,4.08,4596.0
0.44,Very Good,D,VS2,62.8,58.0,4.79,4.86,3.03,996.4
0.3,Good,F,SI2,63.4,56.0,4.26,4.29,2.71,434.0
0.29,Premium,F,SI1,62.4,58.0,4.24,4.26,2.65,613.2
0.31,Premium,F,VS2,58.3,61.0,4.48,4.44,2.6,795.6
1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,4685.6
1.04,Ideal,G,VS2,61.4,57.0,6.53,6.5,4.0,6171.6
0.36,Ideal,F,VS2,60.9,57.0,4.61,4.58,2.8,854.2
1.07,Premium,D,SI1,60.2,55.0,6.68,6.64,4.01,5839.8
1.02,Very Good,J,SI2,63.1,58.0,6.38,6.34,4.01,3626.8
0.41,Ideal,H,VVS1,61.4,56.0,4.77,4.8,2.94,1026.2
0.76,Very Good,H,SI1,61.4,57.0,5.89,5.94,3.63,2768.2
0.72,Ideal,E,SI1,62.0,57.0,5.7,5.75,3.55,2792.2
1.33,Premium,H,VS2,60.7,59.0,7.08,7.13,4.31,7125.2
0.37,Ideal,F,VS2,61.7,55.0,4.61,4.73,2.88,802.4
0.4,Good,F,I1,63.3,60.4,4.64,4.68,2.95,535.2
0.7,Premium,J,VS1,62.0,58.0,5.68,5.74,3.54,1981.4
2.02,Premium,E,SI2,60.4,57.0,8.21,8.18,4.95,16376.4
0.31,Ideal,G,IF,61.2,55.0,4.4,4.42,2.7,902.4
1.02,Premium,H,SI1,60.5,60.0,6.58,6.51,3.96,4757.6
0.31,Ideal,D,SI1,61.5,56.0,4.35,4.33,2.67,718.2
2.04,Premium,H,SI1,62.2,60.0,8.07,8.0,5.0,16834.8
1.97,Very Good,H,VS2,62.9,59.0,7.9,8.01,5.0,16496.4
0.54,Ideal,F,VS2,61.4,57.0,5.2,5.25,3.21,1633.8
1.13,Premium,H,SI2,61.1,59.0,6.73,6.65,4.09,4177.4
0.38,Very Good,E,SI2,61.6,57.0,4.61,4.65,2.85,583.6
0.7,Very Good,F,SI1,62.4,56.0,5.64,5.7,3.54,2385.4
1.6,Premium,I,SI1,62.1,58.0,7.51,7.47,4.65,8212.4
1.0,Good,G,SI1,62.2,65.0,6.28,6.22,3.89,4477.4
0.32,Ideal,E,VS2,62.6,53.0,4.38,4.37,2.74,820.8
0.3,Ideal,E,VS2,62.5,56.0,4.3,4.28,2.68,844.0
1.0,Ideal,F,SI1,62.7,57.0,6.44,6.38,4.02,5357.8
0.72,Ideal,I,VVS2,62.2,54.0,5.73,5.78,3.58,2354.8
0.42,Very Good,E,VS1,62.8,57.8,4.8,4.83,3.03,1059.4
0.9,Very Good,I,SI1,61.8,58.0,6.2,6.26,3.85,3440.4
0.7,Good,E,SI1,63.6,62.0,5.57,5.6,3.55,2415.8
1.06,Ideal,I,SI1,61.8,55.0,6.54,6.57,4.04,5043.2
0.52,Ideal,G,VVS1,60.7,55.0,5.19,5.29,3.18,2078.8
0.43,Premium,H,VS1,60.0,59.0,4.86,4.98,2.95,988.0
0.31,Ideal,E,SI1,60.1,57.0,4.36,4.39,2.63,642.4
1.0,Fair,E,SI1,57.4,61.0,6.53,6.63,3.78,4903.2
1.09,Ideal,F,SI1,62.0,56.0,6.61,6.59,4.09,6087.8
1.18,Very Good,E,I1,62.5,58.0,6.62,6.75,4.18,3553.0
1.11,Ideal,I,SI1,61.4,60.0,6.61,6.65,4.07,5069.8
0.31,Very Good,F,VS1,60.9,56.0,4.37,4.38,2.66,664.0
1.27,Premium,I,VS1,59.5,61.0,7.08,7.04,4.2,6149.2
0.3,Premium,F,VS2,62.2,60.0,4.27,4.22,2.64,776.0
0.85,Ideal,E,VS1,63.0,57.0,6.08,5.99,3.8,4466.0
0.28,Very Good,G,VS2,62.0,56.0,4.16,4.19,2.59,493.8
0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,508.8
1.71,Good,I,VS1,63.7,58.0,7.58,7.54,4.81,10347.0
1.06,Premium,H,VS2,62.6,58.0,6.54,6.49,4.08,5633.4
0.33,Very Good,H,VVS2,61.9,56.0,4.44,4.47,2.76,642.8
0.75,Very Good,D,VVS2,59.4,59.0,5.88,5.94,3.51,4244.2
1.01,Very Good,H,VS2,61.2,57.0,6.49,6.41,3.95,5281.0
0.36,Ideal,I,VS1,60.5,57.0,4.56,4.59,2.77,626.4
0.32,Premium,G,VS1,60.6,60.0,4.4,4.44,2.68,657.6
0.91,Ideal,F,SI2,62.2,56.0,6.17,6.14,3.83,3701.2
0.39,Ideal,E,VS1,62.3,54.4,4.66,4.69,2.91,965.6
1.3,Premium,H,SI2,60.4,61.0,7.09,7.04,4.27,5340.0
1.18,Ideal,E,I1,61.6,56.0,6.82,6.79,4.19,3808.0
1.7,Very Good,F,VS2,60.8,60.0,7.65,7.68,4.66,16278.6
0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23,2418.8
0.24,Ideal,I,VS1,62.0,56.0,4.0,4.01,2.48,443.8
2.15,Premium,G,SI2,58.9,58.0,8.46,8.41,4.97,15087.2
1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08,6000.8
0.31,Premium,H,SI2,59.5,59.0,4.39,4.45,2.63,460.0
1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79,8191.2
0.42,Ideal,G,VS1,61.9,56.0,4.77,4.82,2.97,912.2
1.02,Very Good,D,VS2,63.7,55.0,6.42,6.45,4.1,7001.6
1.2,Very Good,E,VS2,60.7,59.0,6.79,6.86,4.14,8778.6
1.01,Ideal,E,VS2,62.5,54.0,6.39,6.42,4.0,7011.4
0.32,Ideal,G,SI2,62.2,53.0,4.4,4.44,2.75,432.8
0.5,Premium,E,VS2,60.5,60.0,5.09,5.13,3.09,1645.4
1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3,4305.0
1.8,Premium,I,SI2,61.8,59.0,7.9,7.8,4.85,9304.8
1.51,Ideal,H,VS2,62.5,56.0,7.37,7.33,4.57,11264.6
0.54,Ideal,H,VS1,61.6,59.0,5.22,5.24,3.22,1601.2
0.3,Ideal,G,VVS2,62.7,57.0,4.32,4.26,2.69,872.0
1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,13555.6
0.77,Ideal,D,VS2,61.3,56.0,5.87,5.9,3.61,3561.8
1.1,Premium,F,SI1,59.5,59.0,6.7,6.77,4.01,5778.8
0.76,Very Good,G,VS2,61.1,57.0,5.84,5.95,3.6,3017.0
1.02,Very Good,I,SI2,62.8,56.0,6.42,6.38,4.02,4233.8
1.25,Ideal,F,VVS1,62.2,56.0,6.89,6.93,4.3,13439.6
0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,605.2
0.5,Ideal,H,SI1,62.2,53.0,5.06,5.14,3.17,1105.6
0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,648.8
0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72,623.2
0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16,1829.2
1.55,Ideal,E,VVS2,62.5,55.0,7.38,7.4,4.62,14256.2
0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01,954.4
0.77,Very Good,H,VS1,62.2,57.0,5.81,5.86,3.63,2889.8
0.9,Good,F,SI2,64.2,62.0,6.0,6.08,3.88,3341.0
1.71,Ideal,J,VS1,62.1,55.0,7.73,7.65,4.78,10803.8
1.0,Good,D,SI1,57.6,62.0,6.62,6.5,3.78,5495.4
0.52,Very Good,E,SI1,62.8,57.0,5.09,5.13,3.21,1353.8
0.31,Ideal,H,VS2,61.9,55.0,4.38,4.35,2.7,632.0
0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73,704.6
1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61,12141.6
0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,3306.0
1.04,Good,J,SI1,64.2,58.0,6.42,6.34,4.1,3537.8
1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54,14685.6
2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,17606.0
0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,1738.0
0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,576.8
1.04,Ideal,G,VS2,61.9,54.0,6.53,6.56,4.05,6802.2
1.54,Premium,I,SI1,61.8,57.0,7.43,7.37,4.57,8315.0
0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6,1860.6
1.52,Good,J,SI1,63.6,60.0,7.25,7.21,4.6,6513.4
1.1,Premium,E,SI2,60.7,58.0,6.77,6.65,4.07,5238.4
0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,726.2
0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42,2157.6
0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,872.0
0.37,Premium,E,VS2,63.0,58.0,4.58,4.53,2.87,1010.6
1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95,6486.2
0.57,Very Good,I,SI1,61.1,61.0,5.34,5.37,3.27,1176.8
0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,714.2
0.36,Ideal,E,VS2,62.1,55.0,4.54,4.58,2.83,792.8
0.3,Premium,E,IF,61.9,58.0,4.3,4.26,2.65,1046.0
1.01,Ideal,F,SI2,60.5,57.0,6.49,6.53,3.94,4499.2
1.5,Ideal,H,SI1,61.3,57.0,7.38,7.4,4.53,9968.8
0.57,Very Good,F,VS1,63.2,56.0,5.27,5.31,3.34,1932.6
0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,3975.0
0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,1641.6
0.27,Very Good,E,VVS2,61.7,58.0,4.12,4.15,2.55,576.8
0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,2251.2
1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,15675.6
1.0,Fair,E,SI1,57.4,62.0,6.54,6.59,3.77,4723.4
0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,1421.2
1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,13850.6
1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33,7267.2
0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,981.8
0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,2692.2
0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,976.8
0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,601.4
0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,981.8
0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,1198.8
0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,2218.2
0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,1701.6
0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94,1261.4
0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,1383.2
0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,614.8
0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,2457.4
0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51,2281.2
0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,538.2
0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,1799.0
1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,10156.6
0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,922.6
1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,16842.2
0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,3224.0
0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29,1795.0
1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,5611.2
0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,1733.4
0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,720.0
2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,17312.4
0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,473.6
1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,4514.4
1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,9978.6
1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,4051.0
1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,10666.0
0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,2399.8
0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,1197.8
1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,10211.6
0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,1436.8
1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,5229.2
0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,533.0
0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,1228.8
2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,14151.8
0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,2835.2
0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,1507.8
0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67,922.6
0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,691.0
0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,3073.0
0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,921.8
0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,1329.8
0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,996.4
0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,491.4
0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,1735.6
1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97,5008.2
0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65,569.2
0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,983.8
0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,1012.0
0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,745.4
1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27,7352.4
0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,972.0
1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99,4283.0
0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,800.2
0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,4919.8
1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,6746.6
0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,1480.6
0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,2874.8
0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,953.0
1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,10294.0
0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27,2808.6
0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,453.8
1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,4676.4
0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,2325.4
0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,1193.2
0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,3954.2
0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,438.8
1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07,3895.4
1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,4569.0
1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,4773.8
0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,536.4
0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,770.8
1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,4861.8
0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,2555.8
0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,849.6
0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,1061.0
0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,621.6
0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,2667.6
0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,1463.8
0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,932.8
0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,539.4
0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,791.2
2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17,9973.2
0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,708.2
1.22,Premium,E,VS2,62.2,55.0,6.91,6.85,4.28,9128.8
2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,16704.6
2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,11702.0
0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,1253.0
0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,3796.8
1.01,Good,H,SI1,60.3,64.0,6.5,6.53,3.93,4603.4
1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,5171.0
0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,1871.8
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,5362.6
0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,2077.8
0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,2250.6
0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,720.0
0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,3440.4
1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,7503.8
0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,2265.0
0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,1733.0
0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,606.0
0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,585.6
0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,3346.6
1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,5753.4
1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,3828.0
0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,2759.4
1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,9851.8
0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,3238.2
1.0,Good,F,VS2,64.0,59.0,6.29,6.25,4.03,5871.4
0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83,644.0
0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,2084.6
1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,9546.0
0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,1099.6
1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,5084.4
0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,528.0
2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,16754.2
0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,485.2
0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58,574.8
1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,3321.6
0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,556.0
0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,2363.0
0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,2554.0
0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,872.0
1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,12332.4
0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48,524.4
0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,803.4
1.21,Very Good,F,SI1,59.4,56.0,6.95,7.0,4.14,7156.8
1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,4676.4
1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,4997.8
0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6,1973.4
0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,1032.4
1.5,Premium,E,SI2,62.7,56.0,7.38,7.33,4.61,8977.4
0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,4203.4
0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,657.2
1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,9273.8
0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,596.0
1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2,4596.2
1.03,Premium,D,SI2,61.8,60.0,6.45,6.42,3.98,4573.0
0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,572.8
1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,10731.2
0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,1887.8
1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,4943.2
1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,11277.4
1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,4800.8
0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,4324.4
0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,3126.6
0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,2978.2
1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16,5706.4
0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,2924.4
0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,872.0
0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,2161.2
0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,497.4
0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,603.0
0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,4215.4
0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,2674.8
2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,15824.6
1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,6478.0
0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,720.0
1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,10505.4
0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,2603.4
1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,7415.8
0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,464.6
0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,1579.4
0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,11174.6
0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,1779.0
2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,8876.6
0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,4002.6
0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,3324.8
1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,8763.0
0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,909.6
0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,821.0
0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,4103.0
1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,6195.4
0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,3024.6
0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,1681.2
1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,4885.6
0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,1058.2
0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,441.0
0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,3361.6
1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,12323.0
1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,11666.8
0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,1138.8
0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,2028.0
0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,2221.2
0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,1274.0
1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,6822.2
0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,722.8
0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,699.2
1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,9952.6
0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,1676.2
0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,1660.0
0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,4485.8
1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,10121.0
1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,4516.8
1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,4772.4
0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,4203.0
