carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29,2301.2307244478375
1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,6494.4978502466565
0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,2189.5797114146703
0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,-149.95680851851694
2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,16717.38964797419
0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,-1484.3842002733236
1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,4801.811978936103
1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,10202.641908210431
1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,4467.927541098741
1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,9999.415432911952
0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,3623.8440448341375
0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,1900.4085652527287
1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,9815.761393867551
0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,1508.6250530753573
1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,5740.806316284483
0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,-743.6890490353849
0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,2110.0488267187407
2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,14252.261106243719
0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,2991.361031088048
0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,1600.3251423593033
0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67,1254.6036392954543
0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,198.56723483328324
0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,4164.874618854066
0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,1147.2509759753016
0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,845.790836769364
0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,152.5325589745962
0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,-841.2765974861945
0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,1658.5030030306011
1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97,5467.12296880778
0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65,-72.78131912540357
0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,2229.4599781932816
0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,1215.79157585878
0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,1409.0234984100139
1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27,7136.47869637003
0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,875.879747376161
1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99,4542.0971956624035
0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,1435.2803776087153
0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,4830.87835338812
1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,5758.47235841317
0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,2839.0085741110365
0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,3660.243139892483
0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,1546.4096015927457
1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,7391.461328534062
0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27,4023.8834224908264
0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,250.3801452660323
1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,5670.521175733864
0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,2913.364488747699
0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,1104.0695923464941
0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,4077.5517418055338
0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,-1317.8159576414569
1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07,5091.811254330491
1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,4477.033866947053
1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,5161.901988613054
0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,-624.1330852840124
0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,465.4454151427476
1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,6656.407243476255
0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,2759.1915358012707
0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,1108.745667937263
0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,-443.37684901722105
0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,-491.65657541337396
0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,3229.222404684792
0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,1398.0724652526856
0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,821.6339743042249
0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,33.40118978589862
0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,743.1120775639824
2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17,12837.517683090298
0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,-834.0128814261952
1.22,Premium,E,VS2,62.2,55.0,6.91,6.85,4.28,8036.471761407107
2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,16555.860134803213
2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,13142.739078500357
0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,2601.794391939439
0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,3752.2497921980726
1.01,Good,H,SI1,60.3,64.0,6.5,6.53,3.93,4327.851026818449
1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,6188.958833652401
0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,2474.671522080184
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,7180.051999777594
0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,3281.764396569389
0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,2968.5019237926813
0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,-117.09097882198103
0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,3229.0284405409843
1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,6916.609129658695
0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,2398.22912292519
0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,2075.8660784220497
0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,774.5169108163832
0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,926.5159629957466
0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,4903.477661385581
1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,5940.7298400450345
1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,4406.42002816766
0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,4013.6831927426942
1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,9792.406422230533
0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,3819.2409908040513
1.0,Good,F,VS2,64.0,59.0,6.29,6.25,4.03,5528.877148427804
0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83,-314.682000549089
0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,2632.6729961572396
1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,8721.670311964901
0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,1465.2540626517189
1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,5102.549091423198
0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,-689.2319760857376
2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,14111.411916180065
0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,-1060.1303608240546
0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58,-183.50649460398927
1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,3808.7725936610846
0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,-493.52034911931014
0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,2243.4045103479707
0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,2973.737725951291
0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,465.0324354710842
1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,10589.45507761285
0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48,782.5846875936209
0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,-129.70952612305746
1.21,Very Good,F,SI1,59.4,56.0,6.95,7.0,4.14,6898.497991114147
1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,5020.345534398433
1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,5275.408327891699
0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6,1974.7923545458057
0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,1640.1219837233334
1.5,Premium,E,SI2,62.7,56.0,7.38,7.33,4.61,9607.254747375862
0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,4074.576171737423
0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,338.4357946464297
1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,7870.366163495277
0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,48.33520268637358
1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2,6719.30514513693
1.03,Premium,D,SI2,61.8,60.0,6.45,6.42,3.98,5680.367006695344
0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,-80.22413699369963
1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,7923.177180114288
0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,1741.7551175724316
1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,5706.9985685592455
1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,12477.23943451696
1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,5292.013023677742
0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,4065.0033889692127
0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,3522.273182750065
0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,3703.8471245879814
1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16,6143.2059713537
0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,3540.8231001444988
0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,438.2291419795815
0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,2419.1760953346025
0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,1410.6820269712448
0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,-55.04878939583887
0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,4229.8976999597435
0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,3223.3115377558856
2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,15164.371558226454
1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,6513.121625422666
0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,76.69624629549389
1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,10282.973560663782
0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,3750.711342435877
1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,7493.2484001687535
0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,-850.3860734699306
0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,1515.6835239906518
0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,6775.7821721112505
0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,2363.3790139290145
2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,12651.915367645617
0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,4482.534489124388
0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,3851.382177722929
1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,8486.007809194054
0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,-54.032889367565986
0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,676.1542951660308
0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,4427.614108078997
1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,6414.579909275282
0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,3193.8225186901223
0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,1585.7738430578888
1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,4724.101470201016
0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,775.1907843569829
0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,-1118.0771771724235
0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,3632.0091147181824
1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,11985.915754536494
1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,11044.851125782565
0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,442.45653850860936
0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,2642.51394632028
0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,2173.571423144121
0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,719.0674941048769
1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,7617.786445804086
0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,-98.6854315801279
0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,-28.736578067891514
1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,9119.239316258365
0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,1993.1233806303803
0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,2078.395694734721
0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,4422.454557740684
1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,7712.906222912579
1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,5057.384963882627
1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,5780.193868856866
0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,4308.3884759103385
0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,2109.0512599658064
1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,6030.946381151118
0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,2707.0692563696416
0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,5127.497834683591
0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,1599.3343083876703
0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,1776.7067784040469
0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,1335.9124808665506
1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,6119.744801041303
0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,2085.783597000373
0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,702.2328485707981
1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,8158.9851572264
1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,12812.161812246193
1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,10821.75679003914
2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,13721.528400548183
0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,3210.8526650671506
1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,5101.761111180082
0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,301.937898656593
0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,2365.5335054522425
1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,5166.750777389001
0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,-193.4744632018478
1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,5389.628127567445
0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,1423.2604092991346
0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,160.19395024649975
0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,332.32041569440435
0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,4040.886137646959
0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,3058.7588091632338
0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,281.13778578201936
0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,194.86019058586544
1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,10563.077551307317
0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,-875.5989593550244
0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4316.535750641104
0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,2534.3607076196963
1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,9916.74368830427
1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,5360.231122889849
0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,1111.3242001928652
0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,2371.860185593245
1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,4985.150549390286
1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,5187.679082632962
1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,6877.419647325469
0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,-441.54929815082915
1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,4836.41813056578
0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1320.6550926599944
1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,5580.9437778239335
0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,4135.612663545151
1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,7700.1997135566635
1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,9231.25602637421
0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,981.2360597088214
0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,-15.243059758366599
0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,436.94475796149027
0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,298.7977718664283
0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,1219.1292334547738
0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,3921.537051082964
1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,6943.527384569756
0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,-72.30988278672203
0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,1805.4889325503068
1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,10623.593458186204
1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,6663.494806529587
0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,2557.1493025440554
1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,11156.167041695771
0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,4480.032428250606
0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,2244.298094759853
0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,3643.528778700653
2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,18368.63296574825
0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,-1026.5370817183443
0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,-949.6625138636532
0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,649.2175670533911
0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,2894.9427797065086
1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,7069.896229827244
2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,14754.184352101356
1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,9958.176923022405
0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,1875.3013386096895
1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,3630.734476313112
1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,7543.935065807873
1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,4413.181382374476
0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,2403.0254841694755
0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,2112.560649189402
1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,5960.969752259802
0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,1117.981845760833
0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,2074.4264411706795
1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,5365.243469535142
0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,-62.88635228080648
0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,-118.35314630772609
0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,-1815.0271947548517
1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,8187.406204469751
1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,3956.5981446731344
0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,411.1096224898979
0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,567.2856198674849
0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,178.31995243782558
0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,3930.190811714378
1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,9762.306036658967
0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,2437.412744489288
0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,-583.9281450467588
1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,6486.905434646616
1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,6936.202722460484
1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,5750.204879354107
1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,8392.585385507246
0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,2397.1170086567586
0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,2655.015096581565
1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,10129.079198773508
0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,-150.6640726694909
1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,6546.498723852223
0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,1424.2054934471203
0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,1181.6567632587125
1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,6818.553808840305
0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,769.0702067002626
1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,6094.312124925256
1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,7541.3643445459475
2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,13040.986182447208
1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,8376.111415019897
0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,3073.166152216127
0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,-310.4959298421072
0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,3242.68610035723
0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,2264.8058302112654
0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,2856.4157798968604
0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,3720.677568683182
1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,9424.52949468768
0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,2099.8462042431506
0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,2687.138516567348
0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,2583.6070028858617
1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,5373.831156469736
0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,2098.8472420285802
0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,-311.0354871356094
0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,579.5853560659357
0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,-1240.2477718009463
0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,321.3851451049454
0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,2215.1615258430807
0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,-151.3576906553103
1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,6579.578908218362
0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,4384.627148013375
0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,1252.1131773288257
1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,5805.97127947176
1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,6839.176435965395
2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,14358.650934466647
2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,14002.89212436849
1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,5780.666937238222
0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,4834.147890029291
1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,4789.075318768779
0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,3525.5305650668984
0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1424.6144483486537
0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,1658.4146968175805
1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,7066.5674777998265
0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,-1355.3618717150307
2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,13961.800819483242
1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,12531.250553711168
0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,1241.1513039835822
